Date,Asset,Close,High,Low,Open,Volume
2025-09-17,DAX,44.0,44.439998626708984,43.82500076293945,44.11000061035156,96500
2025-09-18,DAX,44.43000030517578,44.4900016784668,44.06999969482422,44.189998626708984,53800
2025-09-19,DAX,44.209999084472656,44.369998931884766,44.10499954223633,44.22999954223633,76800
2025-09-22,DAX,44.279998779296875,44.33000183105469,43.900001525878906,43.90999984741211,56400
2025-09-23,DAX,44.2599983215332,44.45000076293945,44.16999816894531,44.29999923706055,37100
2025-09-24,DAX,44.21099853515625,44.32099914550781,44.10499954223633,44.209999084472656,47200
2025-09-25,DAX,43.709999084472656,43.83000183105469,43.5,43.650001525878906,56000
2025-09-26,DAX,44.2400016784668,44.2400016784668,44.02000045776367,44.09000015258789,41600
2025-09-29,DAX,44.38999938964844,44.41999816894531,44.189998626708984,44.25,67300
